2025-02-20T10:00:00Z,api-gateway,/home,user-service,/getUser,12
2025-02-20T10:00:00Z,user-service,/getUser,auth-service,/verify,8
2025-02-20T10:00:00Z,auth-service,/verify,cache-service,/checkToken,3
2025-02-20T10:00:01Z,api-gateway,/home,post-service,/getUserPosts,20
2025-02-20T10:00:01Z,post-service,/getUserPosts,user-service,/getUser,15
2025-02-20T10:00:01Z,user-service,/getUser,db-user,/queryUser,30
2025-02-20T10:00:02Z,api-gateway,/compose,post-service,/composePost,25
2025-02-20T10:00:02Z,post-service,/composePost,media-service,/upload,55
2025-02-20T10:00:02Z,media-service,/upload,storage-service,/putObject,110
2025-02-20T10:00:03Z,api-gateway,/compose,post-service,/composePost,27
2025-02-20T10:00:03Z,post-service,/composePost,user-service,/getUser,12
2025-02-20T10:00:03Z,user-service,/getUser,auth-service,/verify,9
2025-02-20T10:00:04Z,api-gateway,/timeline,timeline-service,/getTimeline,18
2025-02-20T10:00:04Z,timeline-service,/getTimeline,post-service,/getUserPosts,22
2025-02-20T10:00:04Z,post-service,/getUserPosts,user-service,/getUser,13
2025-02-20T10:00:05Z,api-gateway,/media,media-service,/getMedia,40
2025-02-20T10:00:05Z,media-service,/getMedia,storage-service,/getObject,70
2025-02-20T10:05:00Z,post-service,/getUserPosts,user-service,/getUser,20
2025-02-20T10:05:00Z,user-service,/getUser,db-user,/queryUser,45
2025-02-20T10:05:01Z,media-service,/upload,storage-service,/putObject,160
2025-02-20T10:05:01Z,storage-service,/putObject,db-media,/storeMetadata,80
2025-02-20T10:05:02Z,timeline-service,/getTimeline,post-service,/getUserPosts,35
2025-02-20T10:05:02Z,post-service,/getUserPosts,user-service,/getUser,22
