2025-11-21T15:00:24Z,auth-service,/verify,cache-service,/checkToken,3.8
2025-11-21T15:00:25Z,user-service,/getUser,auth-service,/verify,11.8
2025-11-21T15:00:29Z,user-service,/getUser,db-user,/queryUser,51.3
2025-11-21T15:00:30Z,post-service,/getUserPosts,user-service,/getUser,15.4
2025-11-21T15:00:30Z,user-service,/getUser,db-user,/queryUser,46.8
2025-11-21T15:00:30Z,post-service,/composePost,media-service,/upload,50.9
2025-11-21T15:00:31Z,user-service,/getUser,db-user,/queryUser,36.0
2025-11-21T15:00:33Z,media-service,/upload,storage-service,/putObject,106.7
2025-11-21T15:00:35Z,api-gateway,/home,post-service,/getUserPosts,26.6
2025-11-21T15:00:35Z,post-service,/composePost,media-service,/upload,40.1
2025-11-21T15:00:35Z,media-service,/upload,storage-service,/putObject,153.4
2025-11-21T15:00:36Z,user-service,/getUser,auth-service,/verify,6.5
2025-11-21T15:00:37Z,user-service,/getUser,db-user,/queryUser,29.0
2025-11-21T15:00:40Z,user-service,/getUser,db-user,/queryUser,22.3
2025-11-21T15:00:41Z,timeline-service,/getTimeline,post-service,/getUserPosts,36.9
2025-11-21T15:00:41Z,api-gateway,/home,user-service,/getUser,21.8
2025-11-21T15:00:42Z,api-gateway,/home,post-service,/getUserPosts,21.1
2025-11-21T15:00:42Z,api-gateway,/home,user-service,/getUser,25.1
2025-11-21T15:00:42Z,user-service,/getUser,db-user,/queryUser,20.5
2025-11-21T15:00:43Z,user-service,/getUser,db-user,/queryUser,44.9
2025-11-21T15:00:44Z,api-gateway,/home,post-service,/getUserPosts,22.6
2025-11-21T15:00:45Z,post-service,/getUserPosts,user-service,/getUser,17.0
2025-11-21T15:00:46Z,auth-service,/verify,cache-service,/checkToken,1.3
2025-11-21T15:00:46Z,api-gateway,/home,user-service,/getUser,25.0
2025-11-21T15:00:47Z,media-service,/upload,storage-service,/putObject,177.9
2025-11-21T15:00:51Z,user-service,/getUser,db-user,/queryUser,44.1
2025-11-21T15:00:53Z,auth-service,/verify,cache-service,/checkToken,2.1
2025-11-21T15:00:54Z,api-gateway,/home,user-service,/getUser,28.6
2025-11-21T15:00:56Z,timeline-service,/getTimeline,post-service,/getUserPosts,19.8
